0x392618,0x85BDBF,0x0C0B0E,"Baroness","^1.36m, 1.9m, 2.58m, 5.58m, 8.5m, 18.4m, 23.1m",0,0
0x3A4950,0x85BDBF,0x0D0C26,"Baroness","^1.36m, 1.9m, 2.58m, 5.58m, 8.5m, 18.4m, 23.1m",0,0
0x191726,0x85BDBF,0x191818,"Baroness","^1.36m, 1.9m, 2.58m, 5.58m, 8.5m, 18.4m, 23.1m",0,0
0x415E7A,0x415057,0x2F484A,"Bash Brothers","^*1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 7.5b, 10b, 15b, 20b",0,0
0x818C8B,0x869AA3,0x202126,"Bash Brothers","^*1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 7.5b, 10b, 15b, 20b",0,0
0x343736,0x35342F,0x354E67,"Bash Brothers","^*1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 7.5b, 10b, 15b, 20b",0,0
0x42443C,0x4E565E,0x678496,"Batiatus' Gladiators","^1.2m, 1.26m, 1.44m, 2.16m, 2.88m, 3.84m, 6m, 8.4m",0,0
0xFEDE00,0x304B33,0x4C5044,"Behemoth","^800m, 900m, *1b, 1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b, 4b, 5b, 6b, 8b, 10b, 12.5b, 15b, 20b, 25b, 30b, 35b, 40b",0,0
0x505A39,0x223927,0x012723,"Behemoth","^800m, 900m, *1b, 1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b, 4b, 5b, 6b, 8b, 10b, 12.5b, 15b, 20b, 25b, 30b, 35b, 40b",0,0
0xFFD043,0x00082F,0x000C37,"Behemoth","^800m, 900m, *1b, 1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b, 4b, 5b, 6b, 8b, 10b, 12.5b, 15b, 20b, 25b, 30b, 35b, 40b",0,0
0x1C1B1B,0x333739,0x191714,"Bellarius","^1.8m, 2.34m, 4.5m, 9m, 32.4m",0,0
0xC9B6A2,0x12180F,0x272133,"Black Hand Lieutenant","^50b, *55b, 75b, *100b, 150b, 225b, 300b, 400b, 500b, 800b, 900b",0,0
0x6495D2,0x77C3FF,0x2C3432,"Black Hand Pillagers","5b, ^6b, 10b, *15b, 20b, 25b, 50b, 100b, 200b, 300b",0,0
0x54321B,0x363333,0x0F0D0A,"Black Moon Pack","^2.7m, 3.78m, 5.13m, 11.1m, 16.9m, 36.5m, 45.9m",0,0
0x57321B,0x472F13,0x0F0D0A,"Black Moon Pack","^2.7m, 3.78m, 5.13m, 11.1m, 16.9m, 36.5m, 45.9m",0,0
0x54321B,0x4B3215,0x0F0D0A,"Black Moon Pack","^2.7m, 3.78m, 5.13m, 11.1m, 16.9m, 36.5m, 45.9m",0,0
0xBEAE81,0x352C3E,0xA58056,"Blood Dancer","^*1b, 1.5b, 2b, 2.5b, 3b, 3.5b, 4b, 5b, 8b",0,0
0x30331A,0x222113,0x544A36,"Blood Dancer","^*1b, 1.5b, 2b, 2.5b, 3b, 3.5b, 4b, 5b, 8b",0,0
0x3B5029,0xA88E8D,0x5F4C38,"Blood Dancer","^*1b, 1.5b, 2b, 2.5b, 3b, 3.5b, 4b, 5b, 8b",0,0
0x858079,0xBDB8B1,0x192D30,"Bloodmane","^700k, 840k, 1.68m, 3.5m, 4.9m",0,0
0xA06444,0xD8A67F,0x33555E,"Bloodsuckers","^1.75b, 2b, *2.5b, 5b, 7.5b, 10b",0,0
0x282B2A,0x363D47,0x171A20,"Bloody Alice","^300k, 1.23m, 4.05m, 5.1m",0,0
0x0F1327,0x495058,0x475667,"Bloody Alice","^300k, 1.23m, 4.05m, 5.1m",0,0
0xD1CBC3,0x495058,0x181A1C,"Bloody Alice","^300k, 1.23m, 4.05m, 5.1m",0,0
0x5E5952,0x348972,0x2A6C50,"Bog Bodies","16.5m, 25.5m, 35m, 45m, 55.5m, 66.5m, ^75m, *78m, 90m, 103m, 116m, 129m, 143m, 158m, 173m, 188m, 204m, 221m, 238m, 255m, 273m, 292m, 311m, 330m, 350m, 1b",0,0
0x336C60,0x456A64,0x172E36,"Bog Bodies","16.5m, 25.5m, 35m, 45m, 55.5m, 66.5m, ^75m, *78m, 90m, 103m, 116m, 129m, 143m, 158m, 173m, 188m, 204m, 221m, 238m, 255m, 273m, 292m, 311m, 330m, 350m, 1b",0,0
0x69645C,0xDFDAB8,0x164244,"Bog Bodies","16.5m, 25.5m, 35m, 45m, 55.5m, 66.5m, ^75m, *78m, 90m, 103m, 116m, 129m, 143m, 158m, 173m, 188m, 204m, 221m, 238m, 255m, 273m, 292m, 311m, 330m, 350m, 1b",0,0
0x141515,0x18212B,0x1F2849,"Bogstench","^1.8m, 2.25m, 6.39m, 16.3m, 36.9m",0,0
0x121415,0x18222B,0x20294C,"Bogstench","^1.8m, 2.25m, 6.39m, 16.3m, 36.9m",0,0
0x23323F,0x19232D,0x1A2228,"Bogstench","^1.8m, 2.25m, 6.39m, 16.3m, 36.9m",0,0
0x253340,0x1B242B,0x18212A,"Bogstench","^1.8m, 2.25m, 6.39m, 16.3m, 36.9m",0,0
0x24323E,0x18232B,0x182128,"Bogstench","^1.8m, 2.25m, 6.39m, 16.3m, 36.9m",0,0
0x7B807F,0x403C31,0x131818,"Briareus","^450k, 473k, 1.08m, 2.25m, 3.15m",0,0
0x32292A,0x30393A,0x12141D,"Burbata","^10m, *100m, 200m, 300m, 400m, 500m, 600m, 700m, 800m, 900m, 1b",0,0
0x4E3B27,0x314457,0x2E3950,"Burbata","^10m, *100m, 200m, 300m, 400m, 500m, 600m, 700m, 800m, 900m, 1b",0,0
0xC2A62A,0x212F2D,0x051120,"Burbata","^10m, *100m, 200m, 300m, 400m, 500m, 600m, 700m, 800m, 900m, 1b",0,0
0xCEC7AF,0xBAB7AA,0x242824,"Cannibal","^240m, *250m, 300m, 375m, 480m, 580m, 660m, 900m, 1.5b, 2b, 2.8b, 3.5b",0,0
0x404D6A,0x39393A,0x264739,"Cannibal","^240m, *250m, 300m, 375m, 480m, 580m, 660m, 900m, 1.5b, 2b, 2.8b, 3.5b",0,0
0xC4AF86,0x687771,0x1D222A,"Cannibal","^240m, *250m, 300m, 375m, 480m, 580m, 660m, 900m, 1.5b, 2b, 2.8b, 3.5b",0,0
0x2A2523,0x2C2114,0x2D1B19,"Caracalla","^200m, *400m, 500m, 600m, 700m, 800m, 900m, 1b, 1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b",0,0
0x786754,0x2C2114,0x7D5F3A,"Caracalla","^200m, *400m, 500m, 600m, 700m, 800m, 900m, 1b, 1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b",0,0
0xEEE19A,0x1D150B,0x492A1E,"Caracalla","^200m, *400m, 500m, 600m, 700m, 800m, 900m, 1b, 1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b",0,0
0x3C5971,0x090F13,0x111616,"Celeano","^300k, 315k, 720k, 1.5m, 2.1m",0,0
0x3A5971,0x0A1014,0x111616,"Celeano","^300k, 315k, 720k, 1.5m, 2.1m",0,0
0xC9C0B3,0xC3B8AB,0x596874,"Clockwork Dragon","^280m, *300m, 400m, 750m, 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 6b, 8b, 10b",0,0
0xAD9B85,0x5B89A2,0x3D4347,"Clockwork Dragon","^280m, *300m, 400m, 750m, 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 6b, 8b, 10b",0,0
0xB3A18B,0x38505D,0x668BA2,"Clockwork Dragon","^280m, *300m, 400m, 750m, 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 6b, 8b, 10b",0,0
0x39221A,0xF9D7B0,0x6B685B,"Colossus","200m, ^240m, 300m, 400m, 500m, 600m, 700m, 800m, 900m 1b, *1.4b, 2b",0,0
0x72624C,0x625B49,0x4E8095,"Colossus","200m, ^240m, 300m, 400m, 500m, 600m, 700m, 800m, 900m 1b, *1.4b, 2b",0,0
0x331B16,0x13C9FC,0x505543,"Colossus","200m, ^240m, 300m, 400m, 500m, 600m, 700m, 800m, 900m 1b, *1.4b, 2b",0,0
0x202F7C,0x054304,0x272A30,"Damned Shade","^*2.5b, 5b, 7.5b, 10b, 15b",0,0
0x405746,0xC4E2DD,0x23223B,"Dar'Hed'Nal","16.5m, ^20m, *25.5m, 35m, 45m, 55.5m, 66.5m, 78m, 90m, 103m, 116m, 129m, 143m, 158m, 173m, 188m, 204m, 221m, 238m, 255m, 273m, 292m, 311m, 330m, 350m",0,0
0x6C7C6C,0x9EDEE8,0x151213,"Dar'Hed'Nal","16.5m, ^20m, *25.5m, 35m, 45m, 55.5m, 66.5m, 78m, 90m, 103m, 116m, 129m, 143m, 158m, 173m, 188m, 204m, 221m, 238m, 255m, 273m, 292m, 311m, 330m, 350m",0,0
0x4A5F4D,0x99BEBD,0x1F334A,"Dar'Hed'Nal","16.5m, ^20m, *25.5m, 35m, 45m, 55.5m, 66.5m, 78m, 90m, 103m, 116m, 129m, 143m, 158m, 173m, 188m, 204m, 221m, 238m, 255m, 273m, 292m, 311m, 330m, 350m",0,0
0xFCC18B,0x8B4F2E,0x563D38,"Darkness","^160m, 200m, 300m, 500m, 750m, 1b, 1.5b, 2b, 2.5b, *3b, 4b, 5b",0,0
0x86441F,0xA4683B,0x151415,"Darkness","^160m, 200m, 300m, 500m, 750m, 1b, 1.5b, 2b, 2.5b, *3b, 4b, 5b",0,0
0xFEFDEF,0xA66022,0x312221,"Darkness","^160m, 200m, 300m, 500m, 750m, 1b, 1.5b, 2b, 2.5b, *3b, 4b, 5b",0,0
0x2E2A68,0x231B77,0x181D63,"Deadly Bastion of Blood","^500b, 750b, 1t, 1.5t, 2t, 2.5t, 3t, 4t, *5t, 7.5t, 10t, 15t, 20t, 30t, 40t, 50t",0,0
0x4D2689,0x662492,0x74525A,"Deadly Bastion of Blood","^500b, 750b, 1t, 1.5t, 2t, 2.5t, 3t, 4t, *5t, 7.5t, 10t, 15t, 20t, 30t, 40t, 50t",0,0
0x2D1F46,0x432345,0x564F5C,"Deadly Bastion of Blood","^500b, 750b, 1t, 1.5t, 2t, 2.5t, 3t, 4t, *5t, 7.5t, 10t, 15t, 20t, 30t, 40t, 50t",0,0
0xC9B6A2,0x12180F,0x272133,"Deadly Black Hand Lieutenant","500b, 750b, 1t, ^1.5t, 2t, 3t, 4t, *5t, 7.5t, 10t, 15t, 20t, 30t, 40t, 50t, 100t",0,0
0x615257,0x063ED4,0x3E5255,"Deadly Clockwork Giant","^500b, 750b, 1t, 1.5t, 2t, 2.5t, 3t, 4t, *5t, 7.5t, 10t, 15t, 20t, 30t, 40t, 50t",0,0
0x131935,0xFDD371,0x2B3C56,"Deadly Clockwork Giant","^500b, 750b, 1t, 1.5t, 2t, 2.5t, 3t, 4t, *5t, 7.5t, 10t, 15t, 20t, 30t, 40t, 50t",0,0
0xF6BC7E,0xE9B171,0x597786,"Deadly Clockwork Giant","^500b, 750b, 1t, 1.5t, 2t, 2.5t, 3t, 4t, *5t, 7.5t, 10t, 15t, 20t, 30t, 40t, 50t",0,0
0x3E3E3E,0xD6B78F,0xF4D0A9,"Deadly Drakontos","1t, *^5t,10t, 20t, 30t, 40t, 50t, 100t, 150t, 200t, 250t, 300t, 400t, 500t, 600t",0,0
0xFFEDD7,0x2B2B2B,0xDBD6CE,"Deadly Drakontos","1t, *^5t,10t, 20t, 30t, 40t, 50t, 100t, 150t, 200t, 250t, 300t, 400t, 500t, 600t",0,0
0xBFC5C9,0xADB6B7,0x090A15,"Deadly Horgrak","^4t, *5t, 7.5t, 10t, 20t, 30t, 40t, 50t, 100t, 200t, 400t, 800t",0,0
0x6A595E,0x322023,0x1E1D1D,"Deadly Horgrak","^4t, *5t, 7.5t, 10t, 20t, 30t, 40t, 50t, 100t, 200t, 400t, 800t",0,0
0x2B3128,0xADB6B7,0x1E201B,"Deadly Horgrak","^4t, *5t, 7.5t, 10t, 20t, 30t, 40t, 50t, 100t, 200t, 400t, 800t",0,0
0x06190E,0x0D100F,0x1C1919,"Deadly Lady Vas'ok","*5t, ^6.25t, 15t, 20t, 30t, 40t, 50t, 100t, 200t, 300t, 400t, 500t, 600t, 1q",0,0
0x343431,0x343B3C,0x5C594B,"Deadly Ragetalon","100b, 2.5t, 10t, 15,t 20t, ^37.5t, *40t, 50t, 100t, 200t, 250t, 300t, 400t, 500t, 1q, 1.5q",0,0
0x828486,0x21242A,0x41667A,"Deathglare","^900k, 3.69m, 12.2m, 15.3m",0,0
0xFF8B57,0xB36635,0x221E13,"Demonic Gateway","250b, 500b, 1t, ^1.664t,  2t, 3t, 5t, *10t, 20t",0,0
0x877259,0x89785E,0x0E161B,"Dirthax","^5.5m, 24.2m, 71.5m, 99m",0,0
0x8A7458,0x89785E,0x0E161B,"Dirthax","^5.5m, 24.2m, 71.5m, 99m",0,0
0x090808,0x191919,0x0E161B,"Dirthax","^5.5m, 24.2m, 71.5m, 99m",0,0
0x0D1026,0x8D6B99,0xAB9F44,"Djinn's Destruction","^*750m, 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 7.5b, 10b, 15b, 20b, 25b",0,0
0x5A8491,0x1D36A2,0x213C41,"Doomglare","8m, 16.5m, 26m, 35m, 45m, 56m, 67m, 78m, 90m, 103m, 116m, 129m, 143m, 157m, 173m, 188m, 204m, 221m, 238m, 255m, 273m, 292m, 311m, 331m, 350m, 1b",0,0
0x4A4A4B,0x1E1E1E,0x1B2223,"Doppelganger","^480m, 500m, 750m, *1b, 1.25b, 1.5b, 2b, 2.5b",0,0
0x3E3E3E,0xCAB470,0x282831,"Doppelganger","^480m, 500m, 750m, *1b, 1.25b, 1.5b, 2b, 2.5b",0,0
0x58C2D8,0x3F3B2D,0x5E6578,"Doppelganger","^480m, 500m, 750m, *1b, 1.25b, 1.5b, 2b, 2.5b",0,0
0x3A3A3B,0x1F1915,0x272220,"Doppelganger","^480m, 500m, 750m, *1b, 1.25b, 1.5b, 2b, 2.5b",0,0
0x5A6E77,0xC9B36F,0x4E4F5B,"Doppelganger","^480m, 500m, 750m, *1b, 1.25b, 1.5b, 2b, 2.5b",0,0
0xFEF0DC,0x271B1D,0x1C1A17,"Draconic Dreams","^1.25b, 1.5b, 2b, 2.5b, *3b, 4b, 5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b",0,0
0x63381C,0x7A6045,0x362D2E,"Draconic Dreams","^1.25b, 1.5b, 2b, 2.5b, *3b, 4b, 5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b",0,0
0xE7BFAA,0xA03344,0x738420,"Draconic Dreams","^1.25b, 1.5b, 2b, 2.5b, *3b, 4b, 5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b",0,0
0x2D2D2D,0x292828,0x181A2A,"Drakontos","^*5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b, 150b, 200b",0,0
0x3E3E3E,0xD6B78F,0xF4D0A9,"Drakontos","^*5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b, 150b, 200b",0,0
0xFFEDD7,0x2B2B2B,0xDBD6CE,"Drakontos","^*5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b, 150b, 200b",0,0
0xABC1A7,0xC4CBBE,0x578D71,"Dreadbloom","^9m, 32.6m, 73.8m",0,0
0x817D72,0xA3B1A3,0x3F8160,"Dreadbloom","^9m, 32.6m, 73.8m",0,0
0x5E5F89,0xA9B8A2,0x295431,"Dreadbloom","^9m, 32.6m, 73.8m",0,0
0x817E71,0xA3B1A3,0x3F8160,"Dreadbloom","^9m, 32.6m, 73.8m",0,0
0xAABFA8,0xC0C9BC,0x578D71,"Dreadbloom","^9m, 32.6m, 73.8m",0,0
0x574B58,0x4B3E43,0x1E2A23,"Drulcharus","^125m, *300m, 400m, 750m, 1b, 1.5b, 2.5b, 5b, 8b",0,0
0x3869AD,0xCA934E,0x324452,"Drulcharus","^125m, *300m, 400m, 750m, 1b, 1.5b, 2.5b, 5b, 8b",0,0
0xE6B26C,0xCB944F,0x5F7D92,"Drulcharus","^125m, *300m, 400m, 750m, 1b, 1.5b, 2.5b, 5b, 8b",0,0
0x3E4C55,0xCA9351,0x1E2A23,"Drulcharus","^125m, *300m, 400m, 750m, 1b, 1.5b, 2.5b, 5b, 8b",0,0
0x212A25,0x394A5B,0x00171C,"Dryads","3b, ^3.2b, 4b, *5b, 7.5b, 10b, 15b, 20b, 25b, 30b",0,0
0xE1D7E4,0x9C8281,0x999D9F,"Elite 5th Terror","30b, 40b, 50b, 60b, 70b, 80b, 90b, *100b, 125b, 150b, 200b, 250b, 300b, 400b, 500b",0,0
0x9B93A8,0xE7B77F,0x2F200F,"Elite 5th Terror","30b, 40b, 50b, 60b, 70b, 80b, 90b, *100b, 125b, 150b, 200b, 250b, 300b, 400b, 500b",0,0
0x3E496C,0x334D5C,0xE4DAC6,"Elite 5th Terror","30b, 40b, 50b, 60b, 70b, 80b, 90b, *100b, 125b, 150b, 200b, 250b, 300b, 400b, 500b",0,0
0x664816,0x2B261F,0x503B23,"Elite Alchemist","200b, 500b, 800b, 2t, 5t, *10t, 30t, 40t",0,0
0x1C1F24,0x30479A,0x2D3958,"Elite Balor","50b, 75b, 80b, 100b, *125b, 150b, 200b, 250b, 300b, 400b, 500b",0,0
0x948978,0x271D33,0x33555E,"Elite Bloodsuckers","10b, 20b, 30b, 40b, 50b, 60b, 70b, *80b, 90b, 100b, 120b",0,0
0x484D4D,0xE4D3C0,0x86968E,"Elite Butcher","10b, 15b, 20b, 25b, 30b, 37.5b, 40b, *50b",0,0
0x330A10,0xA6492B,0x271715,"Elite Caster","10b, 15b, 20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, *60b, 70b, 80b, 90b, 100b",0,0
0x8B5651,0x443F4F,0x765D40,"Elite Cecile","20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *120b, 150b, 200b, 240b, 300b",0,0
0x973C34,0x9E5B50,0x5D5C45,"Elite Cecile","20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *120b, 150b, 200b, 240b, 300b",0,0
0x231C1A,0xF97458,0xF4D771,"Elite Cecile","20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *120b, 150b, 200b, 240b, 300b",0,0
0x46525C,0xEABE8E,0x2C4742,"Elite Devourer","15b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b, *120b, 150b, 200b",0,0
0x43593E,0x5A523C,0x2D4844,"Elite Devourer","15b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b, *120b, 150b, 200b",0,0
0x183835,0x001727,0x2B4844,"Elite Devourer","15b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b, *120b, 150b, 200b",0,0
0x63381C,0x7A6045,0x362D2E,"Elite Draconic Dreams","20b, *40b, 50b, 70b, 100b, *120b, 150b, 250b, 300b, 400b, 500b, 600b, 700b, 800b, 1t, 2t",0,0
0xFEF0DC,0x271B1D,0x1C1A17,"Elite Draconic Dreams","20b, *40b, 50b, 70b, 100b, *120b, 150b, 250b, 300b, 400b, 500b, 600b, 700b, 800b, 1t, 2t",0,0
0xE7BFAA,0xA03344,0x738420,"Elite Draconic Dreams","20b, *40b, 50b, 70b, 100b, *120b, 150b, 250b, 300b, 400b, 500b, 600b, 700b, 800b, 1t, 2t",0,0
0x4A2738,0x3F302B,0x71263E,"Elite Funny Bones","10b, 20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, *70b, 80b, 90b, 100b, 125b, 150b",0,0
0x2C1C24,0x241921,0x745508,"Elite Initiates","30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *120b, 150b, 180b",0,0
0x658681,0xA6BB92,0xA3A249,"Elite Kanehuar","25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *125b, 150b, 200b, 250b, 300b, 400b",0,0
0x975139,0x39271E,0x523120,"Elite Kanehuar","25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *125b, 150b, 200b, 250b, 300b, 400b",0,0
0x745B26,0x39271E,0x6B3C24,"Elite Kanehuar","25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *125b, 150b, 200b, 250b, 300b, 400b",0,0
0x03000B,0x212F38,0x83A1A5,"Elite Karkata","30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *125b, 150b, 200b, 240b, 300b",0,0
0x62787A,0x363E43,0x0A1C0D,"Elite Karkata","30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *125b, 150b, 200b, 240b, 300b",0,0
0x6D8A88,0x5F7A75,0x435C5E,"Elite Karkata","30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *125b, 150b, 200b, 240b, 300b",0,0
0xEAC8A1,0xD6D6D3,0x556D78,"Elite Killers","10b, 15b, 20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, *60b",0,0
0xE9C89E,0xA5A098,0x121717,"Elite Killers","10b, 15b, 20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, *60b",0,0
0xEAC99F,0x081723,0x242D2E,"Elite Killers","10b, 15b, 20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, *60b",0,0
0xF5BDA1,0xA24228,0xB0B3A7,"Elite Malleus","20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, *100b, 150b, 200b",0,0
0x1A1415,0x29242A,0x705854,"Elite Malleus","20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, *100b, 150b, 200b",0,0
